Id,Text,Party
8045519803_10151897950569804,"Today we come together as Americans to honor those who lost their lives on September 11, 2001 and to remember the brave men and women who made the ultimate sacrifice defending our nation in the 12 years since that horrible day.  God Bless America.",Republican
8045519803_10151729114729804,Yesterday I presented the Congressional Award Gold Medal to Wilmoth Kerns III of Gastonia and Lukas Stewart of Bessemer City.  These two young men did over 400 hours of community service and 200 hours of both personal development and physical fitness activities to earn this award.  Keep up the great work guys!,Republican
8045519803_10151617276874804,"Last night we lost ""America's Most Beloved Gospel Singer,"" George Beverly Shea, of Montreat after a brief illness. Working with Reverend Billy Graham, Bev spread the Gospel to every continent and state of the Union. He'll be missed but remembered through his music and the kindness that he showed so many around the world.",Republican
8045519803_10151462207244804,"The ribbon cutting & grand opening of Congressman McHenry's Black Mountain Regional Office.  The Congressman was joined by Black Mountain Mayor Carl Bartlett and the Town Board as well as Mayors from across Buncombe County and County Commissioner Chairman David Gantt and Commissioners Mike Fryar, Ellen Frost and Joe Belcher.",Republican
6355254859_10151998763329860,I was on NBC Nightly News tonight discussing TSA's Behavioral Detection Program.  Check out the video below.,Republican
6355254859_10151941518939860,"On Monday I was lucky enough to participate in and speak at a ""Helping a Hero"" groundbreaking event on a new home for a wounded warrior in Cypress, TX.    We have a duty to fulfill President Lincoln's promise to "" care for him who shall have borne the battle, and for his widow, and his orphan.Û  Helping a Hero is doing this each and every day and I am humbled every time I am able to be at one of these events.",Republican
6355254859_10151843276209860,Retweeted RepKevinBrady (@RepKevinBrady):  CIA Director Pledges to Make Benghazi Survivors Available to Talk http://t.co/DxEbwrLg58,Republican
6349487899_10152126284877900,"I just voted to pass the Sportsmen's Heritage and Recreational Enhancement Act, a bill I cosponsored which would guard against overreaching regulations that limit access to hunting and fishing. For many Texans, myself included, these are not just recreational activities ÛÒ they are long-standing family traditions.",Republican
6349487899_10151826521427900,Every family has to live within its means and overcome differences. Congress must do the same. I spoke today on the House floor to express these views and call for fairness for all Americans.,Republican
6349487899_10151497330232900,"As part of my officeÛªs Veterans History Project, my staff sat down and interviewed US Navy Petty Officer Barton Dale Messler of Irving. Mr. Messler is one of an estimated 3,000 Pearl Harbor survivors that are still alive to share their stories from that infamous day. During his interview, Mr. Messler recounted his experience as a Gunners Mate on the USS Pennsylvania on December 7, 1941, as well as many other stories from throughout his impressive military career. Click the link below to watch:",Republican
6349487899_10151475926592900,"The latest jobs report was a severe disappointment for millions of Americans struggling in our economy. Only 88,000 jobs were added last month, according to the Department of Labor, and nearly half a million people left the job market, bringing down the percentage of Americans in the labor force to its lowest level since 1979. This helped tick down the official unemployment rate to 7.6 percent, but for all the wrong reasons: for every job gained last month, more than five people stopped looking for work altogether. This is unacceptable. America needs real jobs, real solutions, and real results.",Republican
6349487899_10151434364052900,"It was great to get a visit from Jacob Martinez, a 5th grader from Grapevine, in my Washington office this afternoon. I am glad he is making the most of his Spring Break by travelling to Washington and meeting with his elected representatives.",Republican
6349487899_10151434051972900,"I was happy to see Governor Rick Perry at our weekly Texas Republican Delegation lunch in Washington today. During our meeting, we discussed his support for the Medicaid block grants that are included in the House Republican budget, and he assured us that Texas will not participate in the Obamacare exchange program.",Republican
6349487899_414310685328752,"I am pleased to have been selected to Chair the Tax Reform Working Group on Debt, Equity and Capital. The American tax code is outdated and overly complicated. We need to move forward with real tax reform that lowers rates, closes loopholes, and helps strengthen our economy. I look forward to working with my colleagues to explore ways to achieve comprehensive tax reform in 2013.",Republican
58864029545_10153402640579546,"Open enrollment starts today! If you have questions or require assistance, contact the Marketplace call center. You can find contact information below. Open enrollment ends December 15. If you enroll by December 15, you'll be covered starting January 1, 2015. Time to get covered!",Democrat
58864029545_10151927760384546,Today I voted against the Pay China First Act. Like and share if you think we should prevent self-inflicted damage to our economy.,Democrat
58864029545_522626757787851,Learn more about Passport Day below!  ,Democrat
58864029545_10151746756189546,The President's State of the Union is tonight! What topics do you want him to emphasize? Vote here! ,Democrat
58864029545_530509086970964,"Today is the start of Black History Month! Let us reflect on this year's theme, ""At the Crossroads of Freedom & Equality: The Emancipation Proclamation & the March on Washington.""  Also, be sure to follow me on Twitter to receive daily Black History Month facts! https://twitter.com/RepGwenMoore",Democrat
58864029545_207845766026296,Check out my first e-newsletter of the 113th Congress!,Democrat
51052893175_10152501108093176,"California's #water crisis cannot go unanswered, and the HouseÛªs unwavering commitment to find a solution has led to the California Emergency Drought Relief Act, introduced by Congressman David G. Valadao. Due to the urgent nature of the water crisis, the House will vote on this legislation next week.",Republican
51052893175_10152355819518176,"Yesterday, Ukrainian President Petro PoroshenkoÛªs addressed a joint session of Congress. I commend him for the passion & determination he has shown guiding #Ukraine on what remains a difficult path to restore the territorial integrity of his country. Now, America must stand with Ukraine in defense of freedom in the world.",Republican
51052893175_10152267733373176,Today marks 224 years of exceptional service by the men and women of AmericaÛªs #CoastGuard. Thank them by 'liking' and 'sharing'.,Republican
51052893175_10151574655668176,"Bakersfield Observed - McCarthy: small businesses struggle under the weight of over regulation, and the work going on to find a cure for Valley Fever",Republican
51052893175_10151534362483176,"Today in history in 1969, Neil Armstrong became the first person to walk on the moon.",Republican
51052893175_10151446009153176,Today I talked to Scott Cox about the unacceptable backlog facing our veterans at the VA and the importance of working towards a Valley Fever vaccine. I will not stop fighting in Congress until these goals are met - period. http://bit.ly/141aKk7,Republican
51052893175_10151417207173176,Good luck to the Rocketry Team from St. AnneÛªs School in Porterville who will be competing in the National Finals of the Team America Rocketry Challenge tomorrow! Thanks for coming by the office yesterday. WeÛªre proud of you all!,Republican
51052893175_10151381676653176,"This morning, I joined veterans service organizations leaders and VeteransÛª Affairs Committee Chairman Miller and Committee Members to discuss legislative priorities for veterans in the 113th Congress as well as our continued efforts to hold the Department of Veterans Affairs accountable for the unacceptable backlogs at VA centers across the country. Our veterans deserve better.",Republican
215241308510238_859245067443189,"I have been meeting with our local hospital officials this week, including those from San Joaquin General Hospital, St. Joseph's Medical Center, Lodi Health, and Kaiser Health, and I am very pleased and proud of the work they are doing to be ready if any Ebola cases occur in our area. I told them I would make sure the CDC and federal government supports their efforts.  I will continue to press the administration and the CDC to do everything necessary to prevent the disease from reaching our shores again, and to make sure our health care workers have access to the appropriate equipment and most accurate guidance on preventing transmission of the disease.",Democrat
215241308510238_10152189816348876,IÛªm excited to welcome Google Barge to the Port of Stockton. Our region has tremendous resources and I know Google will find its stay in Stockton rewarding. Read more about Google barge here: http://bit.ly/1cRrADJ and take a look at my letter to Google CEO Larry Page welcoming their company to our community http://1.usa.gov/1kK327F. ,Democrat
215241308510238_648674438500254,Want to know how the government shut down might affect you?  The Record has a good breakdown:,Democrat
215241308510238_631503213550710,Touring the Head Start of San Joaquin Facility in Stockton and meeting with the faculty who are dedicated to ensuring that all children are given the tools they need to succeed in their future goals.,Democrat
144408762280226_674455989275498,"4 years since ÛÏRecovery SummerÛ & here is reason #9 Senate Democrats to act on the 40 House-passed jobs bills: Far more adults have left the workforce than found new jobs. Under the Obama Administration, the ratio of adults in their early and prime working years that have left the workforce for every one that found new employment is more than 3:1.",Republican
144408762280226_502428926478206,"ATTENTION VETERANS & FAMILIES:  Next Tuesday (June 18), staff at my Hamlin Constituent Service Center will be teaming up with DAV (Disabled American Veterans) to host mobile office hours for local veterans and their families seeking assistance in obtaining benefits and services through the VA.  DAV's Mobile Service Office will be parked in the lot outside of our Hamlin Constituent Service Center from 9:00 a.m. to 4:00 p.m.  No registration necessary.  Click below for more information...",Republican
130377260362609_756167137783615,Foundations and private industry are coming together for a $20 million Appalachia Partnership Initiative to educate and train West Virginia students to work in growing regional energy and manufacturing industries.,Republican
130377260362609_739491856117810,What a great way to help local businesses.,Republican
130377260362609_735014743232188,"Our thoughts and prayers are with Gov. Moore, Rep. Capito and their entire family today. Mrs. Moore will be deeply missed. ",Republican
130377260362609_718699388197057,"After conducting a Philanthropy Roundtable in Ohio County, Rep. McKinley tours the new ""Grow Ohio Valley"" site on Wheeling Island.  During the roundtable, participants discussed key federal issues impacting our state's grantmaking foundations and nonprofits.  ""Grow Ohio Valley"" is an example of a public-private-philanthropic partnership.",Republican
130377260362609_666012390132424,"Rep. McKinley poses with Boy Scouts from Troop 6 in Wheeling, W.Va.",Republican
130377260362609_612943125439351,"Rep. McKinley votes for fair, bipartisan government funding bill   funding bill.  Washington, D.C.ÛÓToday, Rep. David B. McKinley (R-WV) voted for the Consolidated Appropriations Act of 2014 (H.R. 3547) which funds the Federal Government through the end of September 2014.  ÛÏThis is not a perfect bill but itÛªs good for rural America and avoids another government shutdown,Û said Rep. McKinley.  ÛÏSpending is lower than when President Obama took office so weÛªre making progress, but thereÛªs still a lot more to be done.Û  ÛÏAdopting a budget for the first time since the President took office puts spending priorities back in the control of Congress rather than at the discretion of the President,Û added McKinley. ÛÏCongress can now focus on rooting out government waste and abuse and meet our priority of cutting the deficit.Û  Some of the Highlights of the Funding Bill Benefitting the First District:  Û¢No new funding for Obamacare (Affordable Care Act); reduces ÛÏslush fundsÛ by $1 billion; and cuts $10 billion in funding for the Independent Payment Advisory Board (IPAB) created by Obamacare. Û¢Provides an additional $132 million for fossil fuel research and development at the National Energy Technology Laboratory (NETL) in Morgantown. Û¢Reduces EPA funding by $2.1 billion by scaling back regulatory overreach while enhancing oversight on climate change programs and the mining permit process. Û¢Includes a military retiree pension ÛÏfixÛ to ensure disabled veterans and surviving families receive the full benefits they are due. Û¢Increases funding for the Appalachian Regional Commission (ARC) by $12 million. Û¢Provides over $3 billion for the Community Development Block Grant Program (CDBG). Û¢Prevents the Export-Import Bank and the Overseas Private Investment Corp. from prohibiting funding for international coal plant projects.  ÛÏAfter voting against the budget proposal in December, the Committee listened to our objections and reworked this bill making it more acceptable,Û said McKinley.  ÛÏNow it provides needed funds for areas like the First District and makes targeted cuts to broken programs. This proves Congress can come together to get the work done the American public elected us to do.Û",Republican
130377260362609_576821669051497,Rep. McKinley meets with members of the VFW 826 in Kingwood at this Veteran's Roundtable meeting.  This is another in a series of meetings with veterans in the First District in W.Va.,Republican
130377260362609_571430699590594,Rep. McKinley will be speaking to those attending this rally.  We will provide pictures and video of the event Tuesday.,Republican
130377260362609_562275430506121,"For many of you, it's a good weekend to get out and enjoy the beautiful fall colors in our state.",Republican
130377260362609_542264232507241,"The ObamaCare ""train wreck"" continues...",Republican
130377260362609_529220173811647,"Rep. McKinley, Sec. of Energy Ernest Moniz, WVU President Jim Clements and others tour the National Energy Technology Laboratory (NETL) in Morgantown, W.Va., on Monday.",Republican
130377260362609_527012614032403,"Join Rep. McKinley as he joins Howard Monroe on his show beginning at 9:06 this morning on WVLY/WKKX Radio. You can listen ""live"" by clicking below.",Republican
130377260362609_523979857669012,"Rep. McKinley Expresses Support for National Boy Scout Jamboree in West Virginia.     
 
 McKinleyÛªs Bipartisan Resolution Includes 17 Co-Sponsors Honoring Scouts and Volunteers.
 
 Washington, D.C. ÛÓToday, Rep. David B. McKinley, P.E. (R-WV) was joined by 17 of his colleagues, the majority of which is Eagle Scouts, in supporting the on-going National Boy Scout Jamboree being held this week in Fayette County, W.Va.  
 
 This is the first time the Jamboree has been held in the Mountain State, and the event brought nearly 50,000 Scouts, leaders, volunteers and others to the new site.  The first Boy Scout Jamboree took place in 1937 in Washington, D.C.
 
 ÛÏAs an Eagle Scout, I could not be more proud that my home state of West Virginia is hosting the Jamboree and will serve as the permanent home for the event in the coming years,Û said Rep. McKinley.  ÛÏThis week, thousands of Scouts from around the United States, their leaders and others have travelled to the new facility near the New River Gorge to celebrate Scouting and participate in activities to build leadership and character.Û
 
 The site, known as the Summit Bechtel Family National Scout Reserve, will house Scouts, staff and adult leaders, who will enjoy the outdoors and test their abilities in a number of ways.  
 
 Rep. McKinleyÛªs office also helped in sending 90-year-old Carlyle Farnsworth, a Wheeling resident, to this yearÛªs Jamboree.  Farnsworth is also an Eagle Scout and attended the first jamboree back in 1937.
 
 ÛÏThe lessons I learned as a young man in the Boy Scouts in Troops 23 and 6 in Wheeling, W.Va., have stuck with me throughout my life and guided my decisions in my personal and professional career,Û added McKinley.  ÛÏI look forward to talking with the campers and touring the site, first-hand, this weekend.Û
 
 The resolution acknowledges that because of this new world-class facility in Fayette County, W.Va., this site will now be home to the next World Boy Scout Jamboree.  ItÛªs the first time it has been held in the United States in 52 years.",Republican
130377260362609_507698349297163,"Nine things you never knew about Flag Day.    #8.  Each year, the President must proclaim Flag Day.    In 1949, Congress issued a joint resolution stating that the president must issue a proclamation each year calling for the national observance of the flag, and that it must be displayed on all federal government buildings.   On June 7, President Obama issued this year's Presidential Proclamation of Flag Day and National Flag Week.",Republican
130377260362609_501495536584111,"Rep. McKinley talks with the mother of Derek Hotsinpiller during a ceremony to honor seven, brave individuals either injured or killed in the line of duty. U.S. Marshall Hotsinpiller was killed while serving an arrest warrant.  He and six other individuals are being presented Congressional Badges of Bravery on Friday.",Republican
130377260362609_454290024637996,"Gilmer County celebrates its 268th birthday this week!  It was formed on February 3, 1845, from Kanawha and Lewis Counties.  It was named after Virginia Gov. Thomas W. Gilmer.  In 1885 a citizen of Gilmer Co. wrote the song ÛÏThe West Virginia HillsÛ, our state song.  That was Ellen R. King.  Happy birthday Gilmer County!",Republican
136000283132824_760455970687249,"""Sunoco Logistics, a spinoff of the Pew family enterprise, announced their intention to spend $2.5 billion to construct a massive pipeline to bring natural gas materials from the stateÛªs Marcellus Shale regions to Marcus Hook.  They are calling the plan Mariner East 2. In Marcus Hook they just might be calling it a miracle. The project, which would involved building 350 miles of new pipeline, would deliver 275,000 barrels of natural gas liquids such as butane, propane and ethane to the old refinery site.""",Republican
136000283132824_524495280949987,The federal government is building the largest collection of personal data in the history of the republic because of Obamacare. Do you trust the government with your personal data?,Republican
136000283132824_511117178954464,Proud to join six Chester County Fire Departments last night to announce the award of a Department of Homeland Security grant that will allow them to purchase 200 life-saving radios that enable them to better communicate in emergencies.,Republican
136000283132824_497651303634385,Fox News just featured a clip highlighting my call for more accountability in government from today's House Oversight Committee hearing on the IRS scandal,Republican
136000283132824_487062368026612,Concerned about your privacy online? Me too. Tune into my Cybersecurity Subcommittee hearing at 2pm today to learn about ways we can safeguard our privacy as we work to protect America from foreign cyber attacks.,Republican
452480994776070_804915272865972,I will be on air with Leland Conway this morning at 9:35AM  Tune in: http://www.iheart.com/live/84WHAS-969/,Republican
452480994776070_783520665005433,"In case you missed my interview on NewsMax TV, you can watch it by clicking on this link.  Share if you agree we should be cutting spending instead of increasing it.  http://www.newsmax.com/US/thomas-massie-paul-ryan-budget-spending/2014/04/11/id/565176/",Republican
452480994776070_10103100166373580,Got raw milk?  Rep. Chellie Pingree and I have introduced legislation with a bipartisan coalition of 18 other lawmakers to improve consumer food choices and to protect local farmers from federal interference. The two bills ÛÒ the ÛÏMilk Freedom of Act of 2014Û (HR 4307) and the ÛÏInterstate Milk Freedom Act of 2014Û (HR 4308) ÛÒ are the first in a series of ÛÏfood freedomÛ bills that I plan to introduce this year.  Share to spread the word.   http://massieforms.house.gov/news/email/show.aspx?ID=4I35VBHVDSIVXP63GQKRDCSA5A,Republican
452480994776070_699729090051258,"I'm proud to join Congressman Mark Sanford in introducing HR 3436, a bill to increase independent oversight of the #NSA.  Please SHARE his press release:  H.R. 3436: THE NSA INSPECTOR GENERAL ACT OF 2013   WASHINGTON, D.C. ÛÒ Yesterday, Representative Mark Sanford (SC-1), along with ten Republicans (including the rest of the South Carolina Republican delegation) and two Democrats, introduced H.R. 3436, The National Security Agency Inspector General Act of 2013, in the House of Representatives:   ÛÏWith information continuing to drip out regarding activities at the NSA that at best raise questions about the legality of their conduct and at worst are in direct violation of the Constitution, yesterday I introduced legislation to help correct this behavior, by making the NSA Inspector General (IG) position a presidential appointment, to be confirmed by the Senate,Û said Sanford. ÛÏThis process already exists at the CIA, Department of Justice and the Department of Homeland Security.Û   ÛÏRight now, the IG is appointed by the Director of the NSA, which curbs their oversight effectiveness because the Director can remove them,Û added Sanford. ÛÏAs recently noted in an op-ed by the former IG of the CIA, Britt Snider, this lack of independence creates an environment where employees of the IGÛªs office worry about their careers if their findings and conclusions are critical of the agency.Û   ÛÏThere are a number of reforms that need to be made at the NSA to ensure the Agency is not violating the privacy of Americans, but without a robust IG office, these reforms will lack the teeth they need to be enforced. In this vein, I feel this legislation is a reasonable and necessary step that will help bring positive change to the Agency.Û   Representative Sanford was joined in introducing H.R. 3436 by the following original co-sponsors (listed in order of co-sponsorship):   1. Paul Broun (R, GA-10) 2. Mick Mulvaney (R, SC-05) 3. Alan Grayson (D, FL-09) 4. Kerry Bentivolio (R, MI-11) 5. Tom Rice (R, SC-07) 6. Eleanor Holmes Norton (D, DC) 7. Thomas Massie (R, KY-04) 8. Justin Amash (R, MI-03) 9. Trey Gowdy (R, SC-04) 10. Jeff Duncan (R, SC-03) 11. Joe Wilson (R, SC-02) 12. James Sensenbrenner (R, WI-05)",Republican
452480994776070_673010939389740,Catch me on FreedomWorks on Tap tonight at 7:00PM! Matt Kibbe and I will be talking about #Syria.   Click on the link below to watch the livestream!,Republican
452480994776070_629734247050743,"Senator Ted Cruz (TX), Senator Rand Paul (KY), Congressman Steve Daines (MT), Congressman Ron DeSantis (FL), U.S. Representative John Fleming (LA), Grover Norquist, and I spoke against the Internet Tax at a press conference yesterday. Some say Û÷itÛªs not a tax increase.Ûª  Well if this bill passes, at the end of a transaction there will be less money in the pocket of the consumer and more in the government coffers, thatÛªs a tax increase.
 
 Share if you agree.",Republican
452480994776070_596064300417738,Great photo with Captain James Stephens of Kentucky State Police Post 14 in Ashland.,Republican
452480994776070_290609444394356,Conversations with Conservatives kicks off at 11:30 AM ET. Watch us here:   http://www.livestream.com/heritagefoundation,Republican
551199354892891_881803768499113,"Joined Senator Bill Larkin, County Executive Steve Neuhaus and the American Legion Post 353 in Cornwall to dedicate the Congressional Medal of Honor site in honor of four local veterans who served our nation and received the Congressional Medal of Honor. As the son of a veteran, I am deeply grateful for the opportunity to stand with our veterans and honor their service and their sacrifice.",Democrat
551199354892891_872600249419465,"Joined County Executive Steve Neuhaus to announce HONORehg,Inc. will receive a critical federal investment to serve 225 homeless youth in Orange County. As a father, I can't imagine a single child living without a roof over their head. We must come together to give our young people the critical support and care they need  ÛÒ especially at safe and welcoming places like HONOR. ",Democrat
551199354892891_844413498904807,"I joined Senator Schumer in calling for all-hands-on-deck to combat the heroin epidemic in our neighborhoods. Designating the Hudson Valley as a High Intensity Drug Trafficking Area enables our local, state and federal law enforcement agencies to partner together and ensures our law enforcement officials who are working every day to get drugs off our streets have the federal and state resources they need to combat drug trafficking in our communities. ",Democrat
551199354892891_255864277927848,I commend the National Transportation Safety BoardÛªs initial safety recommendations following the tragic Metro-North accident in December. We canÛªt miss a single opportunity to keep commuters safe by investing in commonsense safety measures that will save lives. ,Democrat
551199354892891_661676967178462,Hearing from neighborhood small business owners about how we can invest in our local infrastructure.,Democrat
551199354892891_601835536495939,"I hope folks all across the district will take a chance and look at the great student art submissions for the Congressional Art Competition. You can vote by ""liking"" submissions until April 29th!",Democrat
551199354892891_130399033811391,Proud to support an excellent project in Middletown that will spur economic development and provide quality healthcare for folks in Orange County. ,Democrat
409882952423501_703424616402665,"Meritor Inc.'s Fletcher, NC manufacturing plant employs 737 workers. Founded in 1982, Meritor is a leading manufacturer of commercial vehicle parts and has produced 5.5 million vehicle axles to date. It was a pleasure to tour the facility-- thank you for investing in Western North Carolina.",Republican
409882952423501_690490221029438,"I had a great time at the 2014 Values Voter Summit over the weekend. Great running into my friends, Josh Duggar and Congressman Marlin Stutzman. #VVS14",Republican
409882952423501_628945357183925,"Congratulations to my very talented constituent, Caleb Johnson, on his American Idol win last night. You're making Western North Carolinians very proud! http://abcnews.go.com/Entertainment/american-idol-recap-caleb-johnson-triumphs-jena-irene/story?id=23822951",Republican
409882952423501_618376258240835,I had the opportunity to travel to Latin America with a Congressional Delegation to be briefed by U.S. and Latin American officials on different areas where we can work in partnership. I was also able to meet many of our U.S. troops stationed in the region. My thanks goes out to them for their dedicated service to our country!,Republican
409882952423501_534469379964857,"In case you missed it on Friday evening, you can catch my interview with Greta Van Susteren about Healthcare.gov here: http://bit.ly/1g7CJpB",Republican
409882952423501_497455966999532,"It is not fair that President Obama is choosing to protect big businesses from Obamacare, but not hardworking individuals and families. Members continue to sign onto my letter encouraging House leadership to defund Obamacare through the appropriations process. Check out this great infographic from The Heritage Foundation on the need to defund.",Republican
409882952423501_457600884318374,The students at South Caldwell High School are asking some great questions this morning!,Republican
195734010571362_558409067637186,"Today, on World AIDS Day, we remember all whoÛªve been lost and impacted by this disease and renew our commitment to finding a cure.",Democrat
195734010571362_529660210512072,The rain couldn't stop me from taking part in this weekend's Korean Day Parade and Festival in NYC. Was honored to march as a Grand Marshall. Thanks to the Korean-American Association of Greater New York (KAAGNY) for organizing it.,Democrat
195734010571362_483402818471145,"Ever get those annoying calls from phone numbers you donÛªt recognize? TheyÛªre probably from scammers and unscrupulous telemarketers seeking to take advantage of you. This Thursday, an Energy and Commerce Subcommittee will hold a hearing on my bill that would crack down on this deceitful practice, known as spoofing. We must impose greater penalties on those who seek to take advantage of consumers!",Democrat
195734010571362_479278425550251,"Reminder: Only four days left to take a photo and submit it to my Facebook Cover Photo Challenge!   What does our Congressional district here in Queens mean to you? What scene do you think best represents us or is the most symbolic? Please submit a photo that shows what our district looks like through your eyes. (To view a map of our district, go to: http://1.usa.gov/1jhUzcn).    Snap a photo and send it to MengCoverPhoto@mail.house.gov. If your photo receives the most ÛÏlikes,Û it will become my cover photo for one month! Be sure to include your name, the neighborhood where you reside, and a brief description of the photo with your entry.  The contest ends on Thursday, July 17th at 11:59pm.    If you have any questions, please contact either of my offices at 718-445-7861 (Forest Hills), 718-445-7860 (Flushing) or 202-225-2601 (Washington).",Democrat
195734010571362_476751002469660,Met with Egyptian Ambassador to the U.S. Mohamed Tawfik to discuss weakening Hamas and de-escalating the dangerous situation in Gaza and Israel.,Democrat
195734010571362_465000566978037,Held a reception to congratulate my nominees who will be attending the U.S. Service Academies. Outstanding students and I'm proud of them all! Was also proud to award medals to the Queens family of the late Harry Schlesinger who served in the Army during World War I. Thanks to Queensboro Hill VFW Post 3427 for hosting us. http://1.usa.gov/1niaVPn,Democrat
195734010571362_10203121660865823,Slick conditions in Queens. Here are some traffic & transit resources for today. Safe travels!,Democrat
195734010571362_387407791403982,Next week's Congressional recess should be cancelled if unemployment benefits are not renewed. People canÛªt wait any longer!,Democrat
195734010571362_366328336845261,Proud to stand with Fast For Families in calling for comprehensive immigration reform.,Democrat
195734010571362_353628118115283,Finally! New York State is finally catching up to other major cities!   http://bayside.patch.com/groups/politics-and-elections/p/new-yorks-us-sens-queens-reps-call-for-airplane-noise-advisory-committee Û_,Democrat
195734010571362_263495083795254,I had a great time visiting Alley Pond Environmental Center this morning with Rep. Steve Israel!,Democrat
195734010571362_232604536884309,Spoke this morning at the SBA International Business Expo in Flushing.,Democrat
367444640018564_655191444577214,"Congress is coming to Greenfield on Sept. 4th! The Committee on Education and the Workforce, of which I am a member, has decided to hold a field hearing in Greenfield entitled ÛÏThe Effects of the PresidentÛªs Health Care Law on IndianaÛªs Classrooms and Workplaces.Û  ItÛªs a chance for Hoosier school and business leaders to express their concerns to Congress and draw attention to the harm the PresidentÛªs health care law is having on students and workers. If you'd like to attend or want more details, click on the link below. Hope to see you there! ",Republican
367444640018564_510679562361737,"We just got a phone call from a constituent who is losing his health care plan because of the Affordable Care Act.  ItÛªs a plan he and his wife have had for years.  His $5,000 deductible is going up to $12,700 and his monthly cost is increasing from $397/mo to $831/mo.  The Affordable Care is Act is proving to be anything but affordable.",Republican
367444640018564_485617118201315,Had a chance to meet our former Secretary of State Condoleezza Rice. What a great American!,Republican
367444640018564_473236342772726,It was great to be in Columbus on Tuesday to congratulate Cummins on its announcement that the 5.0 liter V8 Turbo Diesel engine will power the next generation Titan pickup truck.  The return of engine production to the Columbus Engine Plant is great news for the local community.,Republican
367444640018564_426265924136435,"Check out my column concerning attempts by the FAA to implement sequestration cuts in a high profile and painful way, including closing the contract air traffic control tower in Columbus.",Republican
367444640018564_397632163666478,We don't have a spending problem?  This ÛÏpie chartÛ from InvestorÛªs Business Daily is a pretty good illustration of how the federal budget ÛÒ and deficit ÛÒ has grown under President Obama.,Republican
367444640018564_380797705349924,"Saddened by the passing of my good friend Ted Ogle.  A great husband, father and friend who cared deeply about his country, state and community.  He will be missed throughout our district and never forgotten.",Republican
78291598977_10152182037828978,"My thoughts and prayers are with the family of former House Transportation Chairman Jim Oberstar, who passed away last night. He was a good friend, an expert on transportation issues, and a dedicated public servant. He will be missed.",Democrat
78291598977_10151773501328978,"This week, 144 House Republicans voted to keep the government closed and to refuse to pay our bills. Thankfully, not a single House Democrat joined them. How would you have voted?",Democrat
325642654132598_860025190694339,Tune in to News Radio 560 WHYN tomorrow morning at 8:05. I'll be on for my regular segment.,Democrat
325642654132598_859552574074934,This evening I welcomed my good friend Jim Koch and the Samuel Adams Brewing the American Dream group to Springfield Technical Community College for a night of networking and support for small businesses right here in the First Congressional District.,Democrat
325642654132598_854880924542099,"In Westfield today for the dedication ceremony of the William T. Trant Post Office. Trant was a World War II Veteran and former Post Master. From there, I took a tour of the Boys and Girls Club of Greater Westfield with Executive Director William Parks, President of the Board of Directors Bo Sullivan, and State Representative John Velis.",Democrat
